"","local","corte","gen","block","peso"
"1709","DF","9","PM32","3",1985.18143459916
"1710","DF","9","PM33","3",2035.47524020695
"1711","DF","9","PM34","3",2423.98122065728
"1712","DF","9","PM35","3",2033.40659340659
"1713","DF","9","PM36","3",1749.83425797503
"1714","DF","9","PM37","3",1985.09825102881
"1715","DF","9","PM38","3",1483.26617727026
"1716","DF","9","PM39","3",2315.35604938272
"1717","DF","9","PM40","3",1959.98959490432
"1718","DF","9","PM41","3",2021.64958283671
"1719","DF","9","PM42","3",1499.92646223736
"1720","DF","9","PM43","3",652.060011883541
"1721","DF","9","PM44","3",1441.36386768448
"1722","DF","9","PM45","3",1614.71240105541
"1723","DF","9","PM46","3",1614.40987681805
"1724","DF","9","PM47","3",2200.4293520687
"1725","DF","9","TANZ","3",1725.01022494888
"1726","DF","10","ARUA","1",1294.11472868217
"1727","DF","10","MASS","1",2605.28475711893
"1728","DF","10","MILE","1",2417.84633294528
"1729","DF","10","MOMB","1",2930.55116959064
"1730","DF","10","PM30","1",2632.92627737226
"1731","DF","10","PM31","1",2865.67695961995
"1732","DF","10","PM32","1",2216.23944875108
"1733","DF","10","PM33","1",2259.64506565015
"1734","DF","10","PM34","1",3226.80129449838
"1735","DF","10","PM35","1",2351.21329211746
"1736","DF","10","PM36","1",2487.0505050505
"1737","DF","10","PM37","1",1708.04690618762
"1738","DF","10","PM38","1",2072.69500924214
"1739","DF","10","PM39","1",1905.99047619048
"1740","DF","10","PM40","1",3426.88448844884
"1741","DF","10","PM41","1",2349.91228070175
"1742","DF","10","PM42","1",2689.11679197995
"1743","DF","10","PM43","1",1080.93010752688
"1744","DF","10","PM44","1",1488.93827160494
"1745","DF","10","PM45","1",2511.20585161964
"1746","DF","10","PM46","1",3331.32467532468
"1747","DF","10","PM47","1",2487.08008213552
"1748","DF","10","TANZ","1",2648.30924369748
"1749","DF","10","ARUA","2",1337.66820276498
"1750","DF","10","MASS","2",2823.32335329341
"1751","DF","10","MILE","2",3561.95020964361
"1752","DF","10","MOMB","2",2805.11650485437
"1753","DF","10","PM30","2",1790.29402515723
"1754","DF","10","PM31","2",1953.12029831388
"1755","DF","10","PM32","2",2739.13987591653
"1756","DF","10","PM33","2",2926.91786903441
"1757","DF","10","PM34","2",2928.02402402402
"1758","DF","10","PM35","2",2589.97782963827
"1759","DF","10","PM36","2",2658.79451255108
"1760","DF","10","PM37","2",1946.35
"1761","DF","10","PM38","2",1642.61804511278
"1762","DF","10","PM39","2",2086.16799363057
"1763","DF","10","PM40","2",1045.70792079208
"1764","DF","10","PM41","2",2258.06603773585
"1765","DF","10","PM42","2",2269.48009950249
"1766","DF","10","PM43","2",1349.5873015873
"1767","DF","10","PM44","2",1587.00924415443
"1768","DF","10","PM45","2",1676.59270516717
"1769","DF","10","PM46","2",3159.34613453815
"1770","DF","10","PM47","2",2272.63957307061
"1771","DF","10","TANZ","2",2403.22845691383
"1772","DF","10","ARUA","3",1284.90845070423
"1773","DF","10","MASS","3",2964.79214929215
"1774","DF","10","MILE","3",3296.82596291013
"1775","DF","10","MOMB","3",2817.71546391753
"1776","DF","10","PM30","3",2099.18902439024
"1777","DF","10","PM31","3",2713.41904761905
"1778","DF","10","PM32","3",2429.47694334651
"1779","DF","10","PM33","3",2621.51544715447
"1780","DF","10","PM34","3",3627.15083798883
"1781","DF","10","PM35","3",2575.03032345014
"1782","DF","10","PM36","3",2230.19098712446
"1783","DF","10","PM37","3",1506.73364485981
"1784","DF","10","PM38","3",1542.73014322917
"1785","DF","10","PM39","3",2366.94482758621
"1786","DF","10","PM40","3",2381.17656765677
"1787","DF","10","PM41","3",2636.21152800435
"1788","DF","10","PM42","3",2046.7044534413
"1789","DF","10","PM43","3",1458.15068493151
"1790","DF","10","PM44","3",1697.77364864865
"1791","DF","10","PM45","3",2097.52354570637
"1792","DF","10","PM46","3",2575.26770833333
"1793","DF","10","PM47","3",2597.28333333333
"1794","DF","10","TANZ","3",2510.7791225416
"1795","DF","11","ARUA","1",454.225352112676
"1796","DF","11","MASS","1",698.011363636364
"1797","DF","11","MILE","1",1040.73333333333
"1798","DF","11","MOMB","1",1249.20962199313
"1799","DF","11","PM30","1",916.451890034364
"1800","DF","11","PM31","1",935.853379152348
"1801","DF","11","PM32","1",1309.27835051546
"1802","DF","11","PM33","1",1099.29824561404
"1803","DF","11","PM34","1",1082.62711864407
"1804","DF","11","PM35","1",740.66985645933
"1805","DF","11","PM36","1",1030.57692307692
"1806","DF","11","PM37","1",811.497890295359
"1807","DF","11","PM38","1",961.849710982659
"1808","DF","11","PM39","1",823.89705882353
"1809","DF","11","PM40","1",1162.69349845201
"1810","DF","11","PM41","1",1393.93063583815
"1811","DF","11","PM42","1",1195.9927140255
"1812","DF","11","PM43","1",577.81862745098
"1813","DF","11","PM44","1",686.503623188406
"1814","DF","11","PM45","1",921.724137931034
"1815","DF","11","PM46","1",2092.56900212314
"1816","DF","11","PM47","1",1058.58585858586
"1817","DF","11","TANZ","1",1242.07858048162
"1818","DF","11","ARUA","2",531.289308176101
"1819","DF","11","MASS","2",839.090909090909
"1820","DF","11","MILE","2",1093.54226020893
"1821","DF","11","MOMB","2",1382.13797814208
"1822","DF","11","PM30","2",921.116504854369
"1823","DF","11","PM31","2",718.666666666667
"1824","DF","11","PM32","2",1444.74474474474
"1825","DF","11","PM33","2",1035.65599497803
"1826","DF","11","PM34","2",1511.20943952802
"1827","DF","11","PM35","2",804.084507042253
"1828","DF","11","PM36","2",1193.95711500975
"1829","DF","11","PM37","2",913.185185185185
"1830","DF","11","PM38","2",994.685990338164
"1831","DF","11","PM39","2",1047.27608494922
"1832","DF","11","PM40","2",1269.97991967871
"1833","DF","11","PM41","2",1502.32558139535
"1834","DF","11","PM42","2",896.284829721362
"1835","DF","11","PM43","2",702.643171806167
"1836","DF","11","PM44","2",721.343873517786
"1837","DF","11","PM45","2",656.488549618321
"1838","DF","11","PM46","2",2044.27374301676
"1839","DF","11","PM47","2",1271.11111111111
"1840","DF","11","TANZ","2",1146.14779874214
"1841","DF","11","ARUA","3",535.123966942149
"1842","DF","11","MASS","3",996.153846153846
"1843","DF","11","MILE","3",936.379928315412
"1844","DF","11","MOMB","3",1271.38047138047
"1845","DF","11","PM30","3",622.222222222222
"1846","DF","11","PM31","3",1047.82608695652
"1847","DF","11","PM32","3",1128.28828828829
"1848","DF","11","PM33","3",1167.05607476636
"1849","DF","11","PM34","3",1503.95794681509
"1850","DF","11","PM35","3",821.354166666667
"1851","DF","11","PM36","3",906.040268456376
"1852","DF","11","PM37","3",750.515463917526
"1853","DF","11","PM38","3",847.578347578348
"1854","DF","11","PM39","3",853.211009174312
"1855","DF","11","PM40","3",1033.43313373253
"1856","DF","11","PM41","3",1165.09433962264
"1857","DF","11","PM42","3",1013.54515050167
"1858","DF","11","PM43","3",697.704918032787
"1859","DF","11","PM44","3",1030.37037037037
"1860","DF","11","PM45","3",846.412556053812
"1861","DF","11","PM46","3",1257.47863247863
"1862","DF","11","PM47","3",1505.10204081633
"1863","DF","11","TANZ","3",872.770700636942
"1864","DF","12","ARUA","1",44.3060959792477
"1865","DF","12","MASS","1",92.8242506811989
"1866","DF","12","MILE","1",116.505747126437
"1867","DF","12","MOMB","1",114.05423594616
"1868","DF","12","PM30","1",125.701873935264
"1869","DF","12","PM31","1",122.537960954447
"1870","DF","12","PM32","1",96.3191268191268
"1871","DF","12","PM33","1",110.816103379722
"1872","DF","12","PM34","1",131.950617283951
"1873","DF","12","PM35","1",83.460687960688
"1874","DF","12","PM36","1",104.776729559748
"1875","DF","12","PM37","1",98.21
"1876","DF","12","PM38","1",52.6732673267327
"1877","DF","12","PM39","1",116.308868501529
"1878","DF","12","PM40","1",132.78081232493
"1879","DF","12","PM41","1",88.5
"1880","DF","12","PM42","1",64.2068965517241
"1881","DF","12","PM43","1",63.8857142857143
"1882","DF","12","PM44","1",93.9883040935672
"1883","DF","12","PM45","1",115.406326034063
"1884","DF","12","PM46","1",156
"1885","DF","12","PM47","1",117.995486782721
"1886","DF","12","TANZ","1",73.8717948717949
"1887","DF","12","ARUA","2",27.5424430641822
"1888","DF","12","MASS","2",81.323279195669
"1889","DF","12","MILE","2",113.462025316456
"1890","DF","12","MOMB","2",101.354561101549
"1891","DF","12","PM30","2",97.7887323943662
"1892","DF","12","PM31","2",85.7384105960265
"1893","DF","12","PM32","2",78.195885509839
"1894","DF","12","PM33","2",105.985027000491
"1895","DF","12","PM34","2",107.602362204724
"1896","DF","12","PM35","2",60.2757712565839
"1897","DF","12","PM36","2",102.878787878788
"1898","DF","12","PM37","2",66.4784482758621
"1899","DF","12","PM38","2",50.6143790849673
"1900","DF","12","PM39","2",133.981949458484
"1901","DF","12","PM40","2",99.6396396396396
"1902","DF","12","PM41","2",79.1607142857143
"1903","DF","12","PM42","2",35.3661048689139
"1904","DF","12","PM43","2",49.5268817204301
"1905","DF","12","PM44","2",75.5952848722986
"1906","DF","12","PM45","2",83.2837150127226
"1907","DF","12","PM46","2",120.50831792976
"1908","DF","12","PM47","2",85.9454545454546
"1909","DF","12","TANZ","2",65.9595645412131
"1910","DF","12","ARUA","3",33.8041666666667
"1911","DF","12","MASS","3",88.8622974963181
"1912","DF","12","MILE","3",105.308219178082
"1913","DF","12","MOMB","3",114.968193384224
"1914","DF","12","PM30","3",93.4083601286174
"1915","DF","12","PM31","3",93.5426917510854
"1916","DF","12","PM32","3",68.6842105263158
"1917","DF","12","PM33","3",103.964360587002
"1918","DF","12","PM34","3",188.027919645897
"1919","DF","12","PM35","3",64.7337057728119
"1920","DF","12","PM36","3",88.2625231910946
"1921","DF","12","PM37","3",73.7421340629275
"1922","DF","12","PM38","3",42.9110275689223
"1923","DF","12","PM39","3",129.039518900344
"1924","DF","12","PM40","3",118.915422885572
"1925","DF","12","PM41","3",72.7980014275517
"1926","DF","12","PM42","3",45.5369335816263
"1927","DF","12","PM43","3",46.2210796915167
"1928","DF","12","PM44","3",95.2301341589267
"1929","DF","12","PM45","3",89.304347826087
"1930","DF","12","PM46","3",106.424262439454
"1931","DF","12","PM47","3",97.9784546805349
"1932","DF","12","TANZ","3",39.3913043478261
"1933","RJ","3","PM30","1",1016.7087373864
"1934","RJ","3","PM30","2",1204.03009490725
"1935","RJ","3","PM30","3",1010.82076681462
"1936","RJ","3","PM31","1",1535.74833077949
"1937","RJ","3","PM31","2",1347.84085781932
"1938","RJ","3","PM31","3",1386.00289070153
"1939","RJ","3","PM32","1",1334.22385366554
"1940","RJ","3","PM32","2",1359.76329928104
"1941","RJ","3","PM32","3",1236.04939032631
"1942","RJ","3","PM33","1",1031.44386269681
"1943","RJ","3","PM33","2",1332.66324705169
"1944","RJ","3","PM33","3",1119.46060924254
"1945","RJ","3","PM34","1",1072.21955475524
"1946","RJ","3","PM34","2",1114.6476941298
"1947","RJ","3","PM34","3",1252.234080022
"1948","RJ","3","PM35","1",1277.512025779
"1949","RJ","3","PM35","2",1279.10439473548
"1950","RJ","3","PM35","3",1115.48937312317
"1951","RJ","3","PM36","1",1174.01141854296
"1952","RJ","3","PM36","2",1001.55840231021
"1953","RJ","3","PM36","3",1582.12641385518
"1954","RJ","3","PM37","1",975.186359200987
"1955","RJ","3","PM37","2",877.719438372336
"1956","RJ","3","PM37","3",1164.24491506739
"1957","RJ","3","PM38","1",943.120302658207
"1958","RJ","3","PM38","2",1240.96452006196
"1959","RJ","3","PM38","3",967.589807876733
"1960","RJ","3","PM39","1",1477.94864138495
"1961","RJ","3","PM39","2",1359.76289704209
"1962","RJ","3","PM39","3",1583.07306975405
"1963","RJ","3","PM40","1",1395.79718902262
"1964","RJ","3","PM40","2",1504.3363125175
"1965","RJ","3","PM40","3",1673.5908976508
"1966","RJ","3","PM41","1",1451.71768969883
"1967","RJ","3","PM41","2",1386.00144918565
"1968","RJ","3","PM41","3",1513.47491413104
"1969","RJ","3","PM42","1",1289.18163529406
"1970","RJ","3","PM42","2",998.227906936356
"1971","RJ","3","PM42","3",1191.64581796653
"1972","RJ","3","PM43","1",868.628435023712
"1973","RJ","3","PM43","2",921.299492517822
"1974","RJ","3","PM43","3",1331.70082420756
"1975","RJ","3","PM44","1",1102.2200474945
"1976","RJ","3","PM44","2",1308.56223320417
"1977","RJ","3","PM44","3",1283.30709279888
"1978","RJ","3","PM45","1",895.194908317003
"1979","RJ","3","PM45","2",1156.40193247534
"1980","RJ","3","PM45","3",1224.01211155377
"1981","RJ","3","PM46","1",806.324293476373
"1982","RJ","3","PM46","2",1312.7730455408
"1983","RJ","3","PM46","3",1073.88397484898
"1984","RJ","3","PM47","1",848.352479116374
"1985","RJ","3","PM47","2",1289.06175839253
"1986","RJ","3","PM47","3",1134.70591655719
"1987","RJ","3","MOMB","1",1008.82619200638
"1988","RJ","3","MOMB","2",858.456459560501
"1989","RJ","3","MOMB","3",1338.57874778545
"1990","RJ","3","TANZ","1",1101.3155699744
"1991","RJ","3","TANZ","2",1069.72114715135
"1992","RJ","3","TANZ","3",1227.1508551747
"1993","RJ","3","MASS","1",1344.2558051629
"1994","RJ","3","MASS","2",1496.94240580736
"1995","RJ","3","MASS","3",1796.68789286502
"1996","RJ","3","MILE","1",922.526642585236
"1997","RJ","3","MILE","2",1027.10479764787
"1998","RJ","3","MILE","3",1145.27504439863
"1999","RJ","3","ARUA","1",675.561804435126
"2000","RJ","3","ARUA","2",696.143915872807
"2001","RJ","3","ARUA","3",641.286601066296
"2002","RJ","4","PM30","1",2943.50230073793
"2003","RJ","4","PM30","2",2180.15076635699
"2004","RJ","4","PM30","3",2924.6894196072
"2005","RJ","4","PM31","1",3051.62860297065
"2006","RJ","4","PM31","2",2899.09053824353
"2007","RJ","4","PM31","3",3101.16703136397
"2008","RJ","4","PM32","1",2775.40380437357
"2009","RJ","4","PM32","2",2527.92465351377
"2010","RJ","4","PM32","3",2687.3617698253
"2011","RJ","4","PM33","1",2538.98621643365
"2012","RJ","4","PM33","2",2502.88250211327
"2013","RJ","4","PM33","3",1942.99322511546
"2014","RJ","4","PM34","1",2417.21448827448
"2015","RJ","4","PM34","2",2796.16359481238
"2016","RJ","4","PM34","3",1768.67418435568
"2017","RJ","4","PM35","1",3218.68926300719
"2018","RJ","4","PM35","2",2356.68046190703
"2019","RJ","4","PM35","3",2577.54848152214
"2020","RJ","4","PM36","1",2729.53206313431
"2021","RJ","4","PM36","2",1661.30145326514
"2022","RJ","4","PM36","3",3875.84210850422
"2023","RJ","4","PM37","1",2120.22895367286
"2024","RJ","4","PM37","2",2181.4029528848
"2025","RJ","4","PM37","3",2720.28814977513
"2026","RJ","4","PM38","1",2559.29774441417
"2027","RJ","4","PM38","2",3053.28515814858
"2028","RJ","4","PM38","3",2337.26574847595
"2029","RJ","4","PM39","1",2987.45957914286
"2030","RJ","4","PM39","2",3120.89383680783
"2031","RJ","4","PM39","3",2781.03018726903
"2032","RJ","4","PM40","1",3348.94756562304
"2033","RJ","4","PM40","2",3074.23313336203
"2034","RJ","4","PM40","3",3726.80350542214
"2035","RJ","4","PM41","1",2440.8519550283
"2036","RJ","4","PM41","2",2427.59368930763
"2037","RJ","4","PM41","3",2897.10104428644
"2038","RJ","4","PM42","1",2943.80832812276
"2039","RJ","4","PM42","2",1533.46571286852
"2040","RJ","4","PM42","3",3300.14066676044
"2041","RJ","4","PM43","1",3090.10980464656
"2042","RJ","4","PM43","2",3009.48180114045
"2043","RJ","4","PM43","3",2632.25693053897
"2044","RJ","4","PM44","1",2413.50927522445
"2045","RJ","4","PM44","2",1963.48004777737
"2046","RJ","4","PM44","3",1579.59994663988
"2047","RJ","4","PM45","1",1987.09683835909
"2048","RJ","4","PM45","2",2231.78179164776
"2049","RJ","4","PM45","3",2954.43262411347
"2050","RJ","4","PM46","1",2264.88853283923
"2051","RJ","4","PM46","2",2108.30481251247
"2052","RJ","4","PM46","3",1749.07338769459
"2053","RJ","4","PM47","1",2627.83558060446
"2054","RJ","4","PM47","2",2781.0193070089
"2055","RJ","4","PM47","3",2602.87710316508
"2056","RJ","4","MOMB","1",2344.85804882312
"2057","RJ","4","MOMB","2",1555.55215585676
"2058","RJ","4","MOMB","3",2364.17535900384
"2059","RJ","4","TANZ","1",2236.81691749102
"2060","RJ","4","TANZ","2",2153.17551322565
"2061","RJ","4","TANZ","3",1834.22228807072
"2062","RJ","4","MASS","1",3563.96984122948
"2063","RJ","4","MASS","2",2529.01834919476
"2064","RJ","4","MASS","3",3228.41131527436
"2065","RJ","4","MILE","1",2312.6893879295
"2066","RJ","4","MILE","2",2198.3941764712
"2067","RJ","4","MILE","3",2454.51699642308
"2068","RJ","4","ARUA","1",2074.93208927954
"2069","RJ","4","ARUA","2",2574.25420410044
"2070","RJ","4","ARUA","3",1688.27293150585
"2071","RJ","5","PM30","1",925.814231537123
"2072","RJ","5","PM30","2",1551.92131712727
"2073","RJ","5","PM30","3",1249.501073639
"2074","RJ","5","PM31","1",564.316709110369
"2075","RJ","5","PM31","2",1395.98242216061
"2076","RJ","5","PM31","3",1917.59427566742
"2077","RJ","5","PM32","1",948.625133194365
"2078","RJ","5","PM32","2",1240.2745927756
"2079","RJ","5","PM32","3",2180.37686568198
"2080","RJ","5","PM33","1",978.32688734681
"2081","RJ","5","PM33","2",1241.44113440882
"2082","RJ","5","PM33","3",983.073750992091
"2083","RJ","5","PM34","1",1549.00119358831
"2084","RJ","5","PM34","2",1199.97119307147
"2085","RJ","5","PM34","3",2208.41921554323
"2086","RJ","5","PM35","1",793.762554912305
"2087","RJ","5","PM35","2",872.965598659929
"2088","RJ","5","PM35","3",2291.69605492077
"2089","RJ","5","PM36","1",1396.45188003789
"2090","RJ","5","PM36","2",1015.97338892
"2091","RJ","5","PM36","3",1946.95794349774
"2092","RJ","5","PM37","1",1131.54151189723
"2093","RJ","5","PM37","2",961.336095628011
"2094","RJ","5","PM37","3",1607.74580680033
"2095","RJ","5","PM38","1",1332.90137878411
"2096","RJ","5","PM38","2",1580.6900334564
"2097","RJ","5","PM38","3",1537.62540426634
"2098","RJ","5","PM39","1",1301.00442695037
"2099","RJ","5","PM39","2",1684.36440089502
"2100","RJ","5","PM39","3",1647.73026878349
"2101","RJ","5","PM40","1",1561.85530297076
"2102","RJ","5","PM40","2",1654.16074690481
"2103","RJ","5","PM40","3",1598.40645689485
"2104","RJ","5","PM41","1",1181.2260704088
"2105","RJ","5","PM41","2",1319.98112086371
"2106","RJ","5","PM41","3",1830.44656533522
"2107","RJ","5","PM42","1",1166.76325837091
"2108","RJ","5","PM42","2",655.496775024876
"2109","RJ","5","PM42","3",2156.95922340454
"2110","RJ","5","PM43","1",1144.7084467651
"2111","RJ","5","PM43","2",1165.9857648181
"2112","RJ","5","PM43","3",1997.19320287716
"2113","RJ","5","PM44","1",721.667963864947
"2114","RJ","5","PM44","2",762.370809688722
"2115","RJ","5","PM44","3",1352.50835098582
"2116","RJ","5","PM45","1",1324.43780753467
"2117","RJ","5","PM45","2",1244.3884609298
"2118","RJ","5","PM45","3",1830.71282858202
"2119","RJ","5","PM46","1",1274.10477723861
"2120","RJ","5","PM46","2",1544.57091354656
"2121","RJ","5","PM46","3",1172.96759213397
"2122","RJ","5","PM47","1",882.488995364419
"2123","RJ","5","PM47","2",1439.24615999329
"2124","RJ","5","PM47","3",1452.32601976394
"2125","RJ","5","MOMB","1",1180.86603742341
