"","local","corte","gen","block","peso"
"2380","RJ","9","PM41","1",1413.70487822613
"2381","RJ","9","PM41","2",1230.50528047618
"2382","RJ","9","PM41","3",868.386918511405
"2383","RJ","9","PM42","1",1451.9268027449
"2384","RJ","9","PM42","2",827.689992475545
"2385","RJ","9","PM42","3",1225.89685005876
"2386","RJ","9","PM43","1",1373.20885801129
"2387","RJ","9","PM43","2",612.270714737508
"2388","RJ","9","PM43","3",1192.87135439414
"2389","RJ","9","PM44","1",1576.09000549168
"2390","RJ","9","PM44","2",1092.50574716669
"2391","RJ","9","PM44","3",1282.50708510494
"2392","RJ","9","PM45","1",1115.21204226371
"2393","RJ","9","PM45","2",1010.70573320186
"2394","RJ","9","PM45","3",1371.68588365579
"2395","RJ","9","PM46","1",928.800719054956
"2396","RJ","9","PM46","2",935.313734365914
"2397","RJ","9","PM46","3",1675.24743460927
"2398","RJ","9","PM47","1",1042.47429639311
"2399","RJ","9","PM47","2",1023.11674086637
"2400","RJ","9","PM47","3",1008.6773166543
"2401","RJ","9","MOMB","1",1077.70103762366
"2402","RJ","9","MOMB","2",719.588078926256
"2403","RJ","9","MOMB","3",765.667728362651
"2404","RJ","9","TANZ","1",1205.38154250429
"2405","RJ","9","TANZ","2",1444.03495166571
"2406","RJ","9","TANZ","3",1191.94346966126
"2407","RJ","9","MASS","1",1376.06652986284
"2408","RJ","9","MASS","2",954.722546891523
"2409","RJ","9","MASS","3",1367.33586543679
"2410","RJ","9","MILE","1",1477.60994913834
"2411","RJ","9","MILE","2",985.102323942116
"2412","RJ","9","MILE","3",1338.79087168165
"2413","RJ","9","ARUA","1",564.396192742415
"2414","RJ","9","ARUA","2",568.041477338926
"2415","RJ","9","ARUA","3",831.214839598168
"2416","RJ","10","PM30","1",577.631208997188
"2417","RJ","10","PM30","2",593.653353179525
"2418","RJ","10","PM30","3",506.816118047673
"2419","RJ","10","PM31","1",986.532030401737
"2420","RJ","10","PM31","2",966.388573590617
"2421","RJ","10","PM31","3",914.366435308774
"2422","RJ","10","PM32","1",545.31247133326
"2423","RJ","10","PM32","2",533.149671052632
"2424","RJ","10","PM32","3",506.180327868853
"2425","RJ","10","PM33","1",353.559218559219
"2426","RJ","10","PM33","2",291.439775910364
"2427","RJ","10","PM33","3",293.753753753754
"2428","RJ","10","PM34","1",269.947800149142
"2429","RJ","10","PM34","2",292.359148294705
"2430","RJ","10","PM34","3",652.96086279742
"2431","RJ","10","PM35","1",425.859030837004
"2432","RJ","10","PM35","2",362.355389096962
"2433","RJ","10","PM35","3",1018.27715355805
"2434","RJ","10","PM36","1",478.160978094753
"2435","RJ","10","PM36","2",493.916335415484
"2436","RJ","10","PM36","3",852.897058823529
"2437","RJ","10","PM37","1",658.357111975789
"2438","RJ","10","PM37","2",622.080885233059
"2439","RJ","10","PM37","3",535.415132924335
"2440","RJ","10","PM38","1",807.728310502283
"2441","RJ","10","PM38","2",822.02338533006
"2442","RJ","10","PM38","3",555.815347721823
"2443","RJ","10","PM39","1",410.76005659996
"2444","RJ","10","PM39","2",552.96177206145
"2445","RJ","10","PM39","3",807.190232545548
"2446","RJ","10","PM40","1",681.2968270975
"2447","RJ","10","PM40","2",563.714285714286
"2448","RJ","10","PM40","3",620.961910910265
"2449","RJ","10","PM41","1",826.350154362226
"2450","RJ","10","PM41","2",783.854027592345
"2451","RJ","10","PM41","3",938.453333333333
"2452","RJ","10","PM42","1",723.358147229115
"2453","RJ","10","PM42","2",440.58421379739
"2454","RJ","10","PM42","3",1017.63902282224
"2455","RJ","10","PM43","1",573.683552220138
"2456","RJ","10","PM43","2",406.483901515152
"2457","RJ","10","PM43","3",620.686974021222
"2458","RJ","10","PM44","1",662.019002375297
"2459","RJ","10","PM44","2",546.882556131261
"2460","RJ","10","PM44","3",714.748784440843
"2461","RJ","10","PM45","1",435.864661654135
"2462","RJ","10","PM45","2",497.454789015405
"2463","RJ","10","PM45","3",584.7086403215
"2464","RJ","10","PM46","1",399.940243372447
"2465","RJ","10","PM46","2",491.000727802038
"2466","RJ","10","PM46","3",690.063396730063
"2467","RJ","10","PM47","1",451.542351453856
"2468","RJ","10","PM47","2",452.622564761293
"2469","RJ","10","PM47","3",592.994287820158
"2470","RJ","10","MOMB","1",417.561904761905
"2471","RJ","10","MOMB","2",361.558441558442
"2472","RJ","10","MOMB","3",539.327082184225
"2473","RJ","10","TANZ","1",724.033613445378
"2474","RJ","10","TANZ","2",810.559440559441
"2475","RJ","10","TANZ","3",920.144896193772
"2476","RJ","10","MASS","1",866.378316032295
"2477","RJ","10","MASS","2",794.826254826255
"2478","RJ","10","MASS","3",897.032342336939
"2479","RJ","10","MILE","1",985.194990326851
"2480","RJ","10","MILE","2",833.872160591653
"2481","RJ","10","MILE","3",886.71307413655
"2482","RJ","10","ARUA","1",443.628472222222
"2483","RJ","10","ARUA","2",350.260223048327
"2484","RJ","10","ARUA","3",331.142533936652
"2485","RJ","11","PM30","1",1976.17424170938
"2486","RJ","11","PM30","2",1624.98147086611
"2487","RJ","11","PM30","3",1518.64168842119
"2488","RJ","11","PM31","1",1554.23618946762
"2489","RJ","11","PM31","2",1314.87796723504
"2490","RJ","11","PM31","3",1861.29537953795
"2491","RJ","11","PM32","1",1707.3278507894
"2492","RJ","11","PM32","2",1322.11931307288
"2493","RJ","11","PM32","3",1345.52636756516
"2494","RJ","11","PM33","1",1618.11562225618
"2495","RJ","11","PM33","2",1341.77317471532
"2496","RJ","11","PM33","3",1270.90062268848
"2497","RJ","11","PM34","1",1507.92277178864
"2498","RJ","11","PM34","2",1388.56065903519
"2499","RJ","11","PM34","3",2259.60956603118
"2500","RJ","11","PM35","1",1367.30502591344
"2501","RJ","11","PM35","2",1509.98723531954
"2502","RJ","11","PM35","3",1706.31986427677
"2503","RJ","11","PM36","1",1529.34696820046
"2504","RJ","11","PM36","2",1190.29359441422
"2505","RJ","11","PM36","3",1678.39166729845
"2506","RJ","11","PM37","1",1495.11225728155
"2507","RJ","11","PM37","2",1698.64020019012
"2508","RJ","11","PM37","3",1201.15571776156
"2509","RJ","11","PM38","1",1331.05241960181
"2510","RJ","11","PM38","2",1587.30997037452
"2511","RJ","11","PM38","3",1379.15040837424
"2512","RJ","11","PM39","1",2120.32774507351
"2513","RJ","11","PM39","2",2315.82412315821
"2514","RJ","11","PM39","3",2638.26249321708
"2515","RJ","11","PM40","1",2412.32812655572
"2516","RJ","11","PM40","2",2220.37286038297
"2517","RJ","11","PM40","3",2407.70593649843
"2518","RJ","11","PM41","1",1879.41366243144
"2519","RJ","11","PM41","2",2337.63234288727
"2520","RJ","11","PM41","3",1834.5227588365
"2521","RJ","11","PM42","1",1325.16826588792
"2522","RJ","11","PM42","2",1146.94684441229
"2523","RJ","11","PM42","3",1374.75304878049
"2524","RJ","11","PM43","1",1433.53791265383
"2525","RJ","11","PM43","2",1530.45758807588
"2526","RJ","11","PM43","3",1955.65248608867
"2527","RJ","11","PM44","1",1217.34553775744
"2528","RJ","11","PM44","2",1114.12763495075
"2529","RJ","11","PM44","3",1418.79526681746
"2530","RJ","11","PM45","1",1238.24353032059
"2531","RJ","11","PM45","2",1490.5612244898
"2532","RJ","11","PM45","3",1739.03365523282
"2533","RJ","11","PM46","1",1371.7635173042
"2534","RJ","11","PM46","2",1658.55126104042
"2535","RJ","11","PM46","3",2168.24805177121
"2536","RJ","11","PM47","1",1335.36380454341
"2537","RJ","11","PM47","2",1511.42147255677
"2538","RJ","11","PM47","3",1620.67453042732
"2539","RJ","11","MOMB","1",1644.42810547902
"2540","RJ","11","MOMB","2",1242.68079274721
"2541","RJ","11","MOMB","3",1900.85655668886
"2542","RJ","11","TANZ","1",1300.50963552591
"2543","RJ","11","TANZ","2",1253.40366912295
"2544","RJ","11","TANZ","3",1683.17793108209
"2545","RJ","11","MASS","1",1541.10895883777
"2546","RJ","11","MASS","2",1485.3476266102
"2547","RJ","11","MASS","3",1887.59588563459
"2548","RJ","11","MILE","1",1474.31855458846
"2549","RJ","11","MILE","2",1477.42395460828
"2550","RJ","11","MILE","3",1813.25542889226
"2551","RJ","11","ARUA","1",1225.31887359399
"2552","RJ","11","ARUA","2",956.074704915583
"2553","RJ","11","ARUA","3",1058.1879905915
"2554","RJ","12","PM30","1",1354.18442040895
"2555","RJ","12","PM30","2",1243.45431314849
"2556","RJ","12","PM30","3",1268.9314393395
"2557","RJ","12","PM31","1",1166.65732933826
"2558","RJ","12","PM31","2",1238.09482896178
"2559","RJ","12","PM31","3",1692.85615494754
"2560","RJ","12","PM32","1",1434.53873586425
"2561","RJ","12","PM32","2",1327.21536893815
"2562","RJ","12","PM32","3",1051.96873934654
"2563","RJ","12","PM33","1",1052.62277434403
"2564","RJ","12","PM33","2",1322.24972673201
"2565","RJ","12","PM33","3",963.51895565198
"2566","RJ","12","PM34","1",1196.90343283507
"2567","RJ","12","PM34","2",1006.78478270727
"2568","RJ","12","PM34","3",1502.04699840597
"2569","RJ","12","PM35","1",1321.44176787881
"2570","RJ","12","PM35","2",1135.86576167581
"2571","RJ","12","PM35","3",1360.14770843806
"2572","RJ","12","PM36","1",1363.88837870149
"2573","RJ","12","PM36","2",1149.13976899092
"2574","RJ","12","PM36","3",1702.65822739062
"2575","RJ","12","PM37","1",1196.0032394811
"2576","RJ","12","PM37","2",1276.06122249599
"2577","RJ","12","PM37","3",1040.68970717607
"2578","RJ","12","PM38","1",1096.60502548358
"2579","RJ","12","PM38","2",1364.25169800417
"2580","RJ","12","PM38","3",1100.72439321703
"2581","RJ","12","PM39","1",1362.04700801497
"2582","RJ","12","PM39","2",1656.70123156635
"2583","RJ","12","PM39","3",1985.68181707998
"2584","RJ","12","PM40","1",1815.22715451617
"2585","RJ","12","PM40","2",1740.17189696389
"2586","RJ","12","PM40","3",1990.42393665257
"2587","RJ","12","PM41","1",1384.63530932158
"2588","RJ","12","PM41","2",1824.73393295804
"2589","RJ","12","PM41","3",1427.1138783682
"2590","RJ","12","PM42","1",1104.00843744789
"2591","RJ","12","PM42","2",1076.05038593944
"2592","RJ","12","PM42","3",1160.40607572001
"2593","RJ","12","PM43","1",1267.07509544068
"2594","RJ","12","PM43","2",1144.60843002235
"2595","RJ","12","PM43","3",1328.13700135033
"2596","RJ","12","PM44","1",1004.19367619368
"2597","RJ","12","PM44","2",1204.86667881123
"2598","RJ","12","PM44","3",1103.61817654991
"2599","RJ","12","PM45","1",834.607658744701
"2600","RJ","12","PM45","2",988.866270182372
"2601","RJ","12","PM45","3",1146.88996760868
"2602","RJ","12","PM46","1",1056.00760074668
"2603","RJ","12","PM46","2",1359.48280784338
"2604","RJ","12","PM46","3",1761.04331213962
"2605","RJ","12","PM47","1",906.765532578093
"2606","RJ","12","PM47","2",1240.41904532882
"2607","RJ","12","PM47","3",1284.26595730272
"2608","RJ","12","MOMB","1",1090.48700340422
"2609","RJ","12","MOMB","2",810.405590161806
"2610","RJ","12","MOMB","3",1013.50097005629
"2611","RJ","12","TANZ","1",979.21862545619
"2612","RJ","12","TANZ","2",1219.61359686941
"2613","RJ","12","TANZ","3",980.437093156697
"2614","RJ","12","MASS","1",1397.30255713474
"2615","RJ","12","MASS","2",1418.27134756361
"2616","RJ","12","MASS","3",1690.31995718995
"2617","RJ","12","MILE","1",1171.20026308963
"2618","RJ","12","MILE","2",1167.05221583283
"2619","RJ","12","MILE","3",1504.76530389899
"2620","RJ","12","ARUA","1",627.28673241458
"2621","RJ","12","ARUA","2",819.465936295337
"2622","RJ","12","ARUA","3",708.825887832794
"2623","RJ","13","PM30","1",2212.02812276703
"2624","RJ","13","PM30","2",1668.91950403983
"2625","RJ","13","PM30","3",1702.41454558093
"2626","RJ","13","PM31","1",2572.26572275058
"2627","RJ","13","PM31","2",1921.85686915437
"2628","RJ","13","PM31","3",2088.93516100875
"2629","RJ","13","PM32","1",2417.05034386806
"2630","RJ","13","PM32","2",2017.9309321434
"2631","RJ","13","PM32","3",1656.59590521497
"2632","RJ","13","PM33","1",2103.72041446208
"2633","RJ","13","PM33","2",1822.27498175922
"2634","RJ","13","PM33","3",1725.72982957954
"2635","RJ","13","PM34","1",2400.09076871318
"2636","RJ","13","PM34","2",1633.2814866139
"2637","RJ","13","PM34","3",1905.3252918345
"2638","RJ","13","PM35","1",2466.0668871571
"2639","RJ","13","PM35","2",1879.90077588101
"2640","RJ","13","PM35","3",2437.14238111357
"2641","RJ","13","PM36","1",2235.29725244743
"2642","RJ","13","PM36","2",2388.02244632305
"2643","RJ","13","PM36","3",2760.90097854458
"2644","RJ","13","PM37","1",2189.04512838387
"2645","RJ","13","PM37","2",1585.96601535613
"2646","RJ","13","PM37","3",2015.39372450591
"2647","RJ","13","PM38","1",2205.44550038926
"2648","RJ","13","PM38","2",2373.51062051885
"2649","RJ","13","PM38","3",1644.57470838568
"2650","RJ","13","PM39","1",2390.37564730299
"2651","RJ","13","PM39","2",2365.32699583372
"2652","RJ","13","PM39","3",2634.45622520405
"2653","RJ","13","PM40","1",2776.70647152
"2654","RJ","13","PM40","2",2339.53670039444
"2655","RJ","13","PM40","3",3164.74946844096
"2656","RJ","13","PM41","1",2839.61242465945
"2657","RJ","13","PM41","2",2250.10799788337
"2658","RJ","13","PM41","3",2248.14753929224
"2659","RJ","13","PM42","1",2400.87997820369
"2660","RJ","13","PM42","2",1309.44890132406
"2661","RJ","13","PM42","3",2122.28152606323
"2662","RJ","13","PM43","1",1564.51721089058
"2663","RJ","13","PM43","2",1315.60803443862
"2664","RJ","13","PM43","3",1288.0052028752
"2665","RJ","13","PM44","1",1800.33650741859
"2666","RJ","13","PM44","2",1144.05982049205
"2667","RJ","13","PM44","3",1763.36034343976
"2668","RJ","13","PM45","1",1979.46626915435
"2669","RJ","13","PM45","2",1833.3668622962
"2670","RJ","13","PM45","3",1834.82661414358
"2671","RJ","13","PM46","1",1736.07699995491
"2672","RJ","13","PM46","2",2198.22280992668
"2673","RJ","13","PM46","3",2066.88620392169
"2674","RJ","13","PM47","1",1782.35342025071
"2675","RJ","13","PM47","2",1258.11570265055
"2676","RJ","13","PM47","3",1477.80257863858
"2677","RJ","13","MOMB","1",1863.58057196099
"2678","RJ","13","MOMB","2",1131.12125705652
"2679","RJ","13","MOMB","3",1783.36398150555
"2680","RJ","13","TANZ","1",1306.59217921792
"2681","RJ","13","TANZ","2",1789.41032390589
"2682","RJ","13","TANZ","3",2314.90549049694
"2683","RJ","13","MASS","1",2703.88124314196
"2684","RJ","13","MASS","2",2169.11371767583
"2685","RJ","13","MASS","3",3409.64958354053
"2686","RJ","13","MILE","1",1434.65684790955
"2687","RJ","13","MILE","2",1887.55664645435
"2688","RJ","13","MILE","3",1881.47147342513
"2689","RJ","13","ARUA","1",833.198061613216
"2690","RJ","13","ARUA","2",576.783581912034
"2691","RJ","13","ARUA","3",660.844122439903
"2692","RJ","14","PM30","1",631.979735866098
"2693","RJ","14","PM30","2",583.681798455976
"2694","RJ","14","PM30","3",561.769221055971
"2695","RJ","14","PM31","1",801.098847191562
"2696","RJ","14","PM31","2",686.388663018182
"2697","RJ","14","PM31","3",952.745098039216
"2698","RJ","14","PM32","1",814.263681905987
"2699","RJ","14","PM32","2",778.459013626648
"2700","RJ","14","PM32","3",783.518669252073
"2701","RJ","14","PM33","1",647.459008314349
"2702","RJ","14","PM33","2",626.604813650468
"2703","RJ","14","PM33","3",652.280316411415
"2704","RJ","14","PM34","1",535.225774768367
"2705","RJ","14","PM34","2",513.196337243089
"2706","RJ","14","PM34","3",878.762296222383
"2707","RJ","14","PM35","1",674.470547579464
"2708","RJ","14","PM35","2",626.680681361705
"2709","RJ","14","PM35","3",879.854921017809
"2710","RJ","14","PM36","1",766.483706271617
"2711","RJ","14","PM36","2",613.972973596066
"2712","RJ","14","PM36","3",776.339141224033
"2713","RJ","14","PM37","1",642.657999277718
"2714","RJ","14","PM37","2",644.86952657469
"2715","RJ","14","PM37","3",677.498918414384
"2716","RJ","14","PM38","1",757.735598739833
"2717","RJ","14","PM38","2",732.437494254987
"2718","RJ","14","PM38","3",661.485348158544
"2719","RJ","14","PM39","1",765.635462152788
"2720","RJ","14","PM39","2",546.043357400639
"2721","RJ","14","PM39","3",808.888723486303
"2722","RJ","14","PM40","1",814.484851816817
"2723","RJ","14","PM40","2",725.159965934133
"2724","RJ","14","PM40","3",1030.74794685014
"2725","RJ","14","PM41","1",910.451096014367
"2726","RJ","14","PM41","2",568.500068508351
"2727","RJ","14","PM41","3",877.152714810455
"2728","RJ","14","PM42","1",781.255753274971
"2729","RJ","14","PM42","2",499.043397671569
"2730","RJ","14","PM42","3",891.73194298924
"2731","RJ","14","PM43","1",545.02194744257
"2732","RJ","14","PM43","2",509.24949006978
"2733","RJ","14","PM43","3",891.242768653186
"2734","RJ","14","PM44","1",673.751384538214
"2735","RJ","14","PM44","2",576.37421052793
"2736","RJ","14","PM44","3",945.329314101849
"2737","RJ","14","PM45","1",560.161073795103
"2738","RJ","14","PM45","2",644.630950609612
"2739","RJ","14","PM45","3",845.126995557997
"2740","RJ","14","PM46","1",561.274565477323
"2741","RJ","14","PM46","2",671.12281885334
"2742","RJ","14","PM46","3",996.537497940328
"2743","RJ","14","PM47","1",615.45873012538
"2744","RJ","14","PM47","2",538.838227540159
"2745","RJ","14","PM47","3",656.371256131078
"2746","RJ","14","MOMB","1",636.434048613793
"2747","RJ","14","MOMB","2",413.618644067797
"2748","RJ","14","MOMB","3",785.404176654254
"2749","RJ","14","TANZ","1",578.403745744273
"2750","RJ","14","TANZ","2",721.225337919375
"2751","RJ","14","TANZ","3",790.51059859097
"2752","RJ","14","MASS","1",982.74168498583
"2753","RJ","14","MASS","2",791.247732367746
"2754","RJ","14","MASS","3",1082.35790237977
"2755","RJ","14","MILE","1",686.400874170306
"2756","RJ","14","MILE","2",669.634050644168
"2757","RJ","14","MILE","3",1049.58618946358
"2758","RJ","14","ARUA","1",272.770561211423
"2759","RJ","14","ARUA","2",509.692683468494
"2760","RJ","14","ARUA","3",289.81247084752
"2761","RJ","15","PM30","1",865.5910789126
"2762","RJ","15","PM30","2",1046.73801947696
"2763","RJ","15","PM30","3",789.166982666092
"2764","RJ","15","PM31","1",1111.03773264986
"2765","RJ","15","PM31","2",1065.19567896212
"2766","RJ","15","PM31","3",1043.69474031255
"2767","RJ","15","PM32","1",1211.15492136813
"2768","RJ","15","PM32","2",748.123323802023
"2769","RJ","15","PM32","3",642.355049864558
"2770","RJ","15","PM33","1",1017.06402590541
"2771","RJ","15","PM33","2",886.778035523208
"2772","RJ","15","PM33","3",488.047621051513
"2773","RJ","15","PM34","1",912.300493408109
"2774","RJ","15","PM34","2",804.434625205762
"2775","RJ","15","PM34","3",1350.43228873622
"2776","RJ","15","PM35","1",1090.47573280844
"2777","RJ","15","PM35","2",830.815514057049
"2778","RJ","15","PM35","3",1407.48411254498
"2779","RJ","15","PM36","1",1111.68229175223
"2780","RJ","15","PM36","2",810.450430690565
"2781","RJ","15","PM36","3",1121.4699270193
"2782","RJ","15","PM37","1",1402.38796925816
"2783","RJ","15","PM37","2",1235.15655027028
"2784","RJ","15","PM37","3",767.47889408299
"2785","RJ","15","PM38","1",1243.34751584897
"2786","RJ","15","PM38","2",1446.15710116232
"2787","RJ","15","PM38","3",1036.14690262916
"2788","RJ","15","PM39","1",649.847452355663
"2789","RJ","15","PM39","2",529.290747040435
"2790","RJ","15","PM39","3",1107.98961775676
"2791","RJ","15","PM40","1",930.840273351127
"2792","RJ","15","PM40","2",696.910193860976
"2793","RJ","15","PM40","3",1068.9463413312
"2794","RJ","15","PM41","1",1452.7342240744
"2795","RJ","15","PM41","2",1011.87287852712
"2796","RJ","15","PM41","3",1701.46572227334
"2797","RJ","15","PM42","1",1114.58299677848
"2798","RJ","15","PM42","2",1035.47588563537
"2799","RJ","15","PM42","3",1220.76955417027
"2800","RJ","15","PM43","1",801.062691041557
"2801","RJ","15","PM43","2",617.865849672925
"2802","RJ","15","PM43","3",966.859888844462
"2803","RJ","15","PM44","1",1117.2020912344
"2804","RJ","15","PM44","2",757.870041825225
"2805","RJ","15","PM44","3",872.649705274353
"2806","RJ","15","PM45","1",1133.03470849786
"2807","RJ","15","PM45","2",799.603676033323
"2808","RJ","15","PM45","3",1376.80309224859
"2809","RJ","15","PM46","1",953.748944594254
"2810","RJ","15","PM46","2",1128.55604324899
"2811","RJ","15","PM46","3",1389.77472230407
"2812","RJ","15","PM47","1",1096.49666716986
"2813","RJ","15","PM47","2",596.342033525342
"2814","RJ","15","PM47","3",667.840503457612
"2815","RJ","15","MOMB","1",909.585498723037
"2816","RJ","15","MOMB","2",567.944809248454
"2817","RJ","15","MOMB","3",973.63467995262
"2818","RJ","15","TANZ","1",1010.39632519567
"2819","RJ","15","TANZ","2",1217.69789257688
"2820","RJ","15","TANZ","3",1316.72425350418
"2821","RJ","15","MASS","1",858.32196378892
"2822","RJ","15","MASS","2",712.420770847055
"2823","RJ","15","MASS","3",603.481974202291
"2824","RJ","15","MILE","1",1271.44932330627
"2825","RJ","15","MILE","2",857.768900449078
"2826","RJ","15","MILE","3",1062.57997646927
"2827","RJ","15","ARUA","1",445.779836585816
"2828","RJ","15","ARUA","2",440.949544818837
"2829","RJ","15","ARUA","3",120.025586458417
"2830","MS","1","ARUA","1",515.854532425654
"2831","MS","1","MASS","1",984.251968503937
"2832","MS","1","MILE","1",1588.46794338052
"2833","MS","1","MOMB","1",700.756429652042
"2834","MS","1","PM30","1",946.153846153846
"2835","MS","1","PM31","1",600.551808706315
"2836","MS","1","PM32","1",710
"2837","MS","1","PM33","1",643.100189035917
"2838","MS","1","PM34","1",746.998284734134
"2839","MS","1","PM35","1",1075.33733133433
"2840","MS","1","PM36","1",824.175824175824
"2841","MS","1","PM37","1",1013.68981991915
"2842","MS","1","PM38","1",256.207078711041
"2843","MS","1","PM39","1",1198.59154929577
"2844","MS","1","PM40","1",933.415470323548
"2845","MS","1","PM41","1",1210.35598705502
"2846","MS","1","PM42","1",980.163630750232
"2847","MS","1","PM43","1",813.718278778963
"2848","MS","1","PM44","1",657.466732380483
"2849","MS","1","PM45","1",830.801836806782
"2850","MS","1","PM46","1",677.003816793893
"2851","MS","1","PM47","1",1247.84724822164
"2852","MS","1","TANZ","1",1081.43607705779
"2853","MS","1","ARUA","2",1194.27897741375
"2854","MS","1","MASS","2",1039.32584269663
"2855","MS","1","MILE","2",1007.00607192901
"2856","MS","1","MOMB","2",1348.66097704532
"2857","MS","1","PM30","2",947.345219435737
"2858","MS","1","PM31","2",895.039539899353
"2859","MS","1","PM32","2",645.136778115502
"2860","MS","1","PM33","2",678.880597014925
"2861","MS","1","PM34","2",797.681607418856
"2862","MS","1","PM35","2",1135.63829787234
"2863","MS","1","PM36","2",1764.65072667604
"2864","MS","1","PM37","2",1167.18628215121
"2865","MS","1","PM38","2",1255.58728582071
"2866","MS","1","PM39","2",519.059405940594
"2867","MS","1","PM40","2",1143.39523475823
"2868","MS","1","PM41","2",606.53073286052
"2869","MS","1","PM42","2",1138.82863340564
"2870","MS","1","PM43","2",819.782330345711
"2871","MS","1","PM44","2",1232.44490005126
"2872","MS","1","PM45","2",864.285714285714
"2873","MS","1","PM46","2",1129.86286034145
"2874","MS","1","PM47","2",915.697674418605
"2875","MS","1","TANZ","2",128.196721311475
"2876","MS","1","ARUA","3",603.308183401045
"2877","MS","1","MASS","3",895.358418017028
"2878","MS","1","MILE","3",1203.75722543353
"2879","MS","1","MOMB","3",264.196342637151
"2880","MS","1","PM30","3",1700.81895800662
"2881","MS","1","PM31","3",1215.63192904656
"2882","MS","1","PM32","3",579.243353783231
"2883","MS","1","PM33","3",210.526315789474
"2884","MS","1","PM34","3",213.898916967509
"2885","MS","1","PM35","3",1157.45781164943
"2886","MS","1","PM36","3",1873.70929308975
"2887","MS","1","PM37","3",464.112697603264
"2888","MS","1","PM38","3",745.233050847458
"2889","MS","1","PM39","3",657.254796001081
"2890","MS","1","PM40","3",586.519114688129
"2891","MS","1","PM41","3",639.50201884253
"2892","MS","1","PM42","3",608.792701863354
"2893","MS","1","PM43","3",371.811224489796
"2894","MS","1","PM44","3",1691.01690638405
"2895","MS","1","PM45","3",902.067464635473
"2896","MS","1","PM46","3",343.608103388055
"2897","MS","1","PM47","3",489.328063241107
"2898","MS","1","TANZ","3",777.977492966552
"2899","MS","2","ARUA","1",1266.34404674945
"2900","MS","2","MASS","1",2315.3122901276
"2901","MS","2","MILE","1",2446.29822732013
"2902","MS","2","MOMB","1",2270.37455298325
"2903","MS","2","PM30","1",2618.408203125
"2904","MS","2","PM31","1",1344.85387547649
"2905","MS","2","PM32","1",1637.86764705882
"2906","MS","2","PM33","1",2041.61650902837
"2907","MS","2","PM34","1",1581.25202724619
"2908","MS","2","PM35","1",2525.2346193952
"2909","MS","2","PM36","1",1862.32948583421
"2910","MS","2","PM37","1",2064.53698913606
"2911","MS","2","PM38","1",1009.55663481122
"2912","MS","2","PM39","1",2964.38559692361
"2913","MS","2","PM40","1",2510.00800640512
"2914","MS","2","PM41","1",1800.48141214228
"2915","MS","2","PM42","1",2021.29719264279
"2916","MS","2","PM43","1",2284.88776753089
"2917","MS","2","PM44","1",1694.81536432575
"2918","MS","2","PM45","1",1791.4885347843
"2919","MS","2","PM46","1",1948.38816515787
"2920","MS","2","PM47","1",3085.82511718119
"2921","MS","2","TANZ","1",2007.13741910925
"2922","MS","2","ARUA","2",1443.09123117803
"2923","MS","2","MASS","2",1901.89177298724
"2924","MS","2","MILE","2",157.584226051855
"2925","MS","2","MOMB","2",2382.6189296333
"2926","MS","2","PM30","2",2773.75713121434
"2927","MS","2","PM31","2",1661.43461288224
"2928","MS","2","PM32","2",2477.59103641457
"2929","MS","2","PM33","2",1583.10120705664
"2930","MS","2","PM34","2",2148.13374805599
"2931","MS","2","PM35","2",2473.18039280409
"2932","MS","2","PM36","2",2310.16646848989
"2933","MS","2","PM37","2",1355.36075522589
"2934","MS","2","PM38","2",2171.80161563028
"2935","MS","2","PM39","2",1728.83487007544
"2936","MS","2","PM40","2",2236.49706457926
"2937","MS","2","PM41","2",492.438402718777
"2938","MS","2","PM42","2",2168.62474084312
"2939","MS","2","PM43","2",1968.44747221226
"2940","MS","2","PM44","2",1775.20472546651
"2941","MS","2","PM45","2",1164.77909845257
"2942","MS","2","PM46","2",2784.45305770887
"2943","MS","2","PM47","2",1886.98630136986
"2944","MS","2","TANZ","2",2339.54107083472
"2945","MS","2","ARUA","3",1391.4210257284
"2946","MS","2","MASS","3",1231.98847262248
"2947","MS","2","MILE","3",2244.21913909641
"2948","MS","2","MOMB","3",1604.20692077991
"2949","MS","2","PM30","3",2979.27081537666
"2950","MS","2","PM31","3",1761.41826923077
"2951","MS","2","PM32","3",1339.78328173375
"2952","MS","2","PM33","3",857.406086543034
"2953","MS","2","PM34","3",1107.45330127612
"2954","MS","2","PM35","3",3246.61810613944
"2955","MS","2","PM36","3",3421.79443107597
"2956","MS","2","PM37","3",1314.87055990367
"2957","MS","2","PM38","3",1300.39574573337
"2958","MS","2","PM39","3",1912.6120829046
"2959","MS","2","PM40","3",2688.25094404394
"2960","MS","2","PM41","3",1544.86701466567
"2961","MS","2","PM42","3",1533.24889170361
"2962","MS","2","PM43","3",1498.99763076362
"2963","MS","2","PM44","3",2183.64173534443
"2964","MS","2","PM45","3",1818.09413580247
"2965","MS","2","PM46","3",1321.68628940372
"2966","MS","2","PM47","3",1442.44802423241
"2967","MS","2","TANZ","3",1379.18356997972
"2968","MS","3","ARUA","1",1027.92378449409
"2969","MS","3","MASS","1",2015.26717557252
"2970","MS","3","MILE","1",2549.19499105546
"2971","MS","3","MOMB","1",1894.32660362893
"2972","MS","3","PM30","1",3207.76566757493
"2973","MS","3","PM31","1",2027.35173824131
"2974","MS","3","PM32","1",2170.53988228131
